external_code,w,h,low_res
3216,539,892,False
3217,492,873,False
3218,896,527,False
3219,511,895,False
3220,678,888,False
3221,438,898,False
3222,892,653,False
3223,444,894,False
3224,892,692,False
3225,764,894,False
3226,682,897,False
3227,457,899,False
3228,894,769,False
3229,895,620,False
3230,604,885,False
3231,897,659,False
3232,896,891,False
3233,897,761,False
3234,639,888,False
3235,893,719,False
3236,544,892,False
3237,259,225,False
3238,351,292,False
3239,539,881,False
3240,298,802,False
3241,684,895,False
3242,897,695,False
3243,234,227,False
3244,253,212,False
3245,861,890,False
3246,824,889,False
3247,522,890,False
3248,893,796,False
3249,547,894,False
3250,752,883,False
3251,497,551,False
3252,327,343,False
3253,252,227,False
3254,897,748,False
3255,203,198,True
3256,436,890,False
3257,879,893,False
3258,463,555,False
3259,496,891,False
3260,897,687,False
3261,416,588,False
3262,542,893,False
3263,244,243,False
3264,896,836,False
3265,759,890,False
3266,747,889,False
3267,330,728,False
3268,526,890,False
3269,888,707,False
3270,875,869,False
3271,254,306,False
3272,480,590,False
3273,892,656,False
3274,209,211,True
3275,513,889,False
3276,648,890,False
3277,894,750,False
3278,568,461,False
3279,474,895,False
3280,894,741,False
3281,815,887,False
3282,895,882,False
3283,894,641,False
3284,893,724,False
3285,889,762,False
3286,798,888,False
3287,894,748,False
3288,899,651,False
3289,825,891,False
3290,671,893,False
3291,614,892,False
3292,896,484,False
3293,896,749,False
3294,896,882,False
3295,575,893,False
3296,825,891,False
3297,894,887,False
3298,894,788,False
3299,441,897,False
3300,778,893,False
3301,893,861,False
3302,794,892,False
3303,896,697,False
3304,890,868,False
3305,450,891,False
3306,894,734,False
3307,891,885,False
3308,837,889,False
3309,517,896,False
3310,379,868,False
3311,544,896,False
3312,621,892,False
3313,896,707,False
3314,562,893,False
3315,700,895,False
3316,767,880,False
3317,417,894,False
3318,896,815,False
3319,671,892,False
3320,529,894,False
3321,684,895,False
3322,896,796,False
3323,893,760,False
3324,783,889,False
3325,740,889,False
3326,895,651,False
3327,432,895,False
3328,366,288,False
3329,239,242,False
3330,895,643,False
3331,890,610,False
3332,888,731,False
3333,891,718,False
3334,254,235,False
3335,672,889,False
3336,327,269,False
3337,890,763,False
3338,889,579,False
3339,888,587,False
3340,479,441,False
3341,233,326,False
3342,348,890,False
3343,893,687,False
3344,299,455,False
3345,268,218,False
3346,789,887,False
3347,820,769,False
3348,292,249,False
3349,894,757,False
3350,617,528,False
3351,894,601,False
3352,264,218,False
3353,219,202,True
3354,893,708,False
3355,269,222,False
3356,896,871,False
3357,686,878,False
3358,307,439,False
3359,803,890,False
3360,868,891,False
3361,886,632,False
3362,258,238,False
3363,855,889,False
3364,542,891,False
3365,893,622,False
3366,593,891,False
3367,489,889,False
3368,892,789,False
3369,415,476,False
3370,787,894,False
3371,459,894,False
3372,511,895,False
3373,893,700,False
3374,893,758,False
3375,668,897,False
3376,889,604,False
3377,896,647,False
3378,811,894,False
3379,894,602,False
3380,803,890,False
3381,819,894,False
3382,892,760,False
3383,431,473,False
3384,472,887,False
3385,895,805,False
3386,895,668,False
3387,893,558,False
3388,432,899,False
3389,456,893,False
3390,344,473,False
3391,482,527,False
3392,630,894,False
3393,883,895,False
3394,277,191,False
3395,657,896,False
3396,896,657,False
3397,651,892,False
3398,689,893,False
3399,891,756,False
3400,898,734,False
3401,785,893,False
3402,826,894,False
3403,619,893,False
3404,525,887,False
3405,452,892,False
3406,892,709,False
3407,895,679,False
3408,673,894,False
3409,330,476,False
3410,895,678,False
3411,482,476,False
3412,892,658,False
3413,895,704,False
3414,732,726,False
3415,894,855,False
3416,462,402,False
3417,807,893,False
3418,892,640,False
3419,892,766,False
3420,894,751,False
3421,826,891,False
3422,648,892,False
3423,407,887,False
3424,488,895,False
3425,894,624,False
3426,426,898,False
3427,709,892,False
3428,897,789,False
3429,897,707,False
3430,493,895,False
3431,429,893,False
3432,371,476,False
3433,181,474,False
3434,429,885,False
3435,263,895,False
3436,626,516,False
3437,897,781,False
3438,623,545,False
3439,550,892,False
3440,809,884,False
3441,852,894,False
3442,893,758,False
3443,675,900,False
3444,891,654,False
3445,890,830,False
3446,271,241,False
3447,643,895,False
3448,896,840,False
3449,338,497,False
3450,506,891,False
3451,759,894,False
3452,819,890,False
3453,336,275,False
3454,894,578,False
3455,481,893,False
3456,893,678,False
3457,894,699,False
3458,897,684,False
3459,436,474,False
3460,633,525,False
3461,874,708,False
3462,893,864,False
3463,892,548,False
3464,326,472,False
3465,307,473,False
3466,898,528,False
3467,894,507,False
3468,889,716,False
3469,793,887,False
3470,858,894,False
3471,897,768,False
3472,877,893,False
3473,890,768,False
3474,143,359,False
3475,700,894,False
3476,527,465,False
3477,894,698,False
3478,895,748,False
3479,733,895,False
3480,896,698,False
3481,768,892,False
3482,364,475,False
3483,891,523,False
3484,324,743,False
3485,692,895,False
3486,895,707,False
3487,896,735,False
3488,402,887,False
3489,540,894,False
3490,895,577,False
3491,894,759,False
3492,715,898,False
3493,450,898,False
3494,792,890,False
3495,871,893,False
3496,633,892,False
3497,899,831,False
3498,320,758,False
3499,893,859,False
3500,897,644,False
3501,896,594,False
3502,658,896,False
3503,887,832,False
3504,836,893,False
3505,441,897,False
3506,800,896,False
3507,468,892,False
3508,643,567,False
3509,546,895,False
3510,629,893,False
3511,894,888,False
3512,506,885,False
3513,554,890,False
3514,512,895,False
3515,895,535,False
3516,893,776,False
3517,893,512,False
3518,893,536,False
3519,894,704,False
3520,557,892,False
3521,464,466,False
3522,383,894,False
3523,437,476,False
3524,290,476,False
3525,896,694,False
3526,315,755,False
3527,545,896,False
3528,292,468,False
3529,415,890,False
3530,848,895,False
3531,198,477,False
3532,337,897,False
3533,894,804,False
3534,825,825,False
3535,340,878,False
3536,895,868,False
3537,892,849,False
3538,893,612,False
3539,396,887,False
3540,147,449,False
3541,895,546,False
3542,893,574,False
3543,386,441,False
3544,408,894,False
3545,146,301,False
3546,896,829,False
3547,789,883,False
3548,893,536,False
3549,881,571,False
3550,854,893,False
3551,512,890,False
3552,620,884,False
3553,522,474,False
3554,227,215,False
3555,264,223,False
3556,261,291,False
3557,310,261,False
3558,895,577,False
3559,252,247,False
3560,213,260,False
3561,238,218,False
3562,221,227,False
3563,287,299,False
3564,626,887,False
3565,622,886,False
3566,893,769,False
3567,842,876,False
3568,435,475,False
3569,519,885,False
3570,878,876,False
3571,457,894,False
3572,876,897,False
3573,442,471,False
3574,474,462,False
3575,894,752,False
3576,640,896,False
3577,590,895,False
3578,476,423,False
3579,435,474,False
3580,670,886,False
3581,188,476,False
3582,478,434,False
3583,451,477,False
3584,179,476,False
3585,315,303,False
3586,209,474,False
3587,476,447,False
3588,476,452,False
3589,475,445,False
3590,413,897,False
3591,375,894,False
3592,395,898,False
3593,837,888,False
3594,322,476,False
3595,574,895,False
3596,888,847,False
3597,891,664,False
3598,386,896,False
3599,893,638,False
3600,897,718,False
3601,359,897,False
3602,325,215,False
3603,894,806,False
3604,372,893,False
3605,896,563,False
3606,270,211,False
3607,808,892,False
3608,895,616,False
3609,895,721,False
3610,666,899,False
3611,440,890,False
3612,894,736,False
3613,890,628,False
3614,895,700,False
3615,895,610,False
3616,893,640,False
3617,182,476,False
3618,895,724,False
3619,895,534,False
3620,892,677,False
3621,881,549,False
3622,216,326,False
3623,207,303,False
3624,679,892,False
3625,428,900,False
3626,713,897,False
3627,894,826,False
3628,283,304,False
3629,895,685,False
3630,896,737,False
3631,893,886,False
3632,890,655,False
3633,893,853,False
3634,351,890,False
3635,897,680,False
3636,777,894,False
3637,869,647,False
3638,884,703,False
3639,893,749,False
3640,896,648,False
3641,671,892,False
3642,630,894,False
3643,538,888,False
3644,895,727,False
3645,894,686,False
3646,326,897,False
3647,891,627,False
3648,857,892,False
3649,896,770,False
3650,820,883,False
3651,680,894,False
3652,220,320,False
3653,312,773,False
3654,206,307,False
3655,893,598,False
3656,401,879,False
3657,893,867,False
3658,893,602,False
3659,895,817,False
3660,894,633,False
3661,894,740,False
3662,270,891,False
3663,894,717,False
3664,894,571,False
3665,398,896,False
3666,301,895,False
3667,895,718,False
3668,896,734,False
3669,894,788,False
3670,894,627,False
3671,867,638,False
3672,894,764,False
3673,873,581,False
3674,897,749,False
3675,895,558,False
3676,897,789,False
3677,203,729,False
3678,430,900,False
3679,893,674,False
3680,894,596,False
3681,640,893,False
3682,890,740,False
3683,893,694,False
3684,895,662,False
3685,894,680,False
3686,435,898,False
3687,892,814,False
3688,893,657,False
3689,554,890,False
3690,373,894,False
3691,890,812,False
3692,893,640,False
3693,887,798,False
3694,892,751,False
3695,500,895,False
3696,894,818,False
3697,840,891,False
3698,888,682,False
3699,853,670,False
3700,895,767,False
3701,836,892,False
3702,300,477,False
3703,139,194,True
3704,815,896,False
3705,894,713,False
3706,825,895,False
3707,459,476,False
3708,350,321,False
3709,392,890,False
3710,477,390,False
3711,896,618,False
3712,423,896,False
3713,888,708,False
3714,570,894,False
3715,893,732,False
3716,841,896,False
3717,477,437,False
3718,398,894,False
3719,421,891,False
3720,897,697,False
3721,895,632,False
3722,477,470,False
3723,402,468,False
3724,203,181,True
3725,604,782,False
3726,474,393,False
3727,410,480,False
3728,577,896,False
3729,574,872,False
3730,782,893,False
3731,476,390,False
3732,476,417,False
3733,475,386,False
3734,897,658,False
3735,476,436,False
3736,885,727,False
3737,421,895,False
3738,882,892,False
3739,422,884,False
3740,391,898,False
3741,880,657,False
3742,893,696,False
3743,415,894,False
3744,892,573,False
3745,359,890,False
3746,557,894,False
3747,759,888,False
3748,895,792,False
3749,368,890,False
3750,684,888,False
3751,422,898,False
3752,891,577,False
3753,849,883,False
3754,894,702,False
3755,869,893,False
3756,779,897,False
3757,456,473,False
3758,827,886,False
3759,555,895,False
3760,399,894,False
3761,460,885,False
3762,382,894,False
3763,897,707,False
3764,898,659,False
3765,896,754,False
3766,542,888,False
3767,267,290,False
3768,894,655,False
3769,518,472,False
3770,855,892,False
3771,887,696,False
3772,895,552,False
3773,519,884,False
3774,562,892,False
3775,895,776,False
3776,186,479,False
3777,548,893,False
3778,596,891,False
3779,708,864,False
3780,894,605,False
3781,705,892,False
3782,892,572,False
3783,568,894,False
3784,370,887,False
3785,894,392,False
3786,397,891,False
3787,742,884,False
3788,896,565,False
3789,837,897,False
3790,170,358,False
3791,454,888,False
3792,892,626,False
3793,892,594,False
3794,758,897,False
3795,442,896,False
3796,715,882,False
3797,394,879,False
3798,402,894,False
3799,380,889,False
3800,557,894,False
3801,896,770,False
3802,885,892,False
3803,424,894,False
3804,349,889,False
3805,432,894,False
3806,894,783,False
3807,888,743,False
3808,684,893,False
3809,900,815,False
3810,356,891,False
3811,513,897,False
3812,894,566,False
3813,755,893,False
3814,894,723,False
3815,683,897,False
3816,400,892,False
3817,377,890,False
3818,892,703,False
3819,898,676,False
3820,897,729,False
3821,893,857,False
3822,893,696,False
3823,202,471,False
3824,751,885,False
3825,890,839,False
3826,181,299,False
3827,891,784,False
3828,225,478,False
3829,420,896,False
3830,479,895,False
3831,798,893,False
3832,891,724,False
3833,893,775,False
3834,893,804,False
3835,897,809,False
3836,896,703,False
3837,708,895,False
3838,519,894,False
3839,683,895,False
3840,785,892,False
3841,892,550,False
3842,898,721,False
3843,810,897,False
3844,898,648,False
3845,465,891,False
3846,177,476,False
3847,897,739,False
3848,346,894,False
3849,894,737,False
3850,897,537,False
3851,899,835,False
3852,176,478,False
3853,894,839,False
3854,186,478,False
3855,803,893,False
3856,896,594,False
3857,893,885,False
3858,896,530,False
3859,894,803,False
3860,895,724,False
3861,386,892,False
3862,897,850,False
3863,701,889,False
3864,836,871,False
3865,895,544,False
3866,892,883,False
3867,739,889,False
3868,894,617,False
3869,554,891,False
3870,897,833,False
3871,390,882,False
3872,535,888,False
3873,584,897,False
3874,688,894,False
3875,894,614,False
3876,528,895,False
3877,898,600,False
3878,815,892,False
3879,641,900,False
3880,897,796,False
3881,376,900,False
3882,828,884,False
3883,480,892,False
3884,817,893,False
3885,193,478,False
3886,896,635,False
3887,768,894,False
3888,855,896,False
3889,815,884,False
3890,867,891,False
3891,896,781,False
3892,779,892,False
3893,895,701,False
3894,702,878,False
3895,894,604,False
3896,892,720,False
3897,382,893,False
3898,397,893,False
3899,780,894,False
3900,893,703,False
3901,892,692,False
3902,875,897,False
3903,618,894,False
3904,393,885,False
3905,679,893,False
3906,779,893,False
3907,708,894,False
3908,892,779,False
3909,900,695,False
3910,895,713,False
3911,879,725,False
3912,549,893,False
3913,898,767,False
3914,892,790,False
3915,896,826,False
3916,661,893,False
3917,894,522,False
3918,241,894,False
3919,894,754,False
3920,676,888,False
3921,894,666,False
3922,893,671,False
3923,896,801,False
3924,644,892,False
3925,894,774,False
3926,621,896,False
3927,711,890,False
3928,898,734,False
3929,634,890,False
3930,897,728,False
3931,709,880,False
3932,411,895,False
3933,643,886,False
3934,312,899,False
3935,330,896,False
3936,894,786,False
3937,894,833,False
3938,890,724,False
3939,856,896,False
3940,769,890,False
3941,897,773,False
3942,646,893,False
3943,362,900,False
3944,893,743,False
3945,895,730,False
3946,408,895,False
3947,892,882,False
3948,897,767,False
3949,898,734,False
3950,883,719,False
3951,539,896,False
3952,624,870,False
3953,314,885,False
3954,707,870,False
3955,497,900,False
3956,896,863,False
3957,890,742,False
3958,613,882,False
3959,896,808,False
3960,895,782,False
3961,464,898,False
3962,432,897,False
3963,424,899,False
3964,728,893,False
3965,758,882,False
3966,893,673,False
3967,415,898,False
3968,467,897,False
3969,893,851,False
3970,895,771,False
3971,894,873,False
3972,896,786,False
3973,166,343,False
3974,809,887,False
3975,373,896,False
3976,619,894,False
3977,314,896,False
3978,895,722,False
3979,703,891,False
3980,887,825,False
3981,894,704,False
3982,896,757,False
3983,825,893,False
3984,731,894,False
3985,388,894,False
3986,767,891,False
3987,675,887,False
3988,895,740,False
3989,894,782,False
3990,595,891,False
3991,302,897,False
3992,366,740,False
3993,478,895,False
3994,892,864,False
3995,873,856,False
3996,869,590,False
3997,757,882,False
3998,767,892,False
3999,892,783,False
4000,851,892,False
4001,877,816,False
4002,336,891,False
4003,393,890,False
4004,559,885,False
4005,428,897,False
4006,897,805,False
4007,602,882,False
4008,828,893,False
4009,453,894,False
4010,894,843,False
4011,618,895,False
4012,556,893,False
4013,894,603,False
4014,635,893,False
4015,778,894,False
4016,519,893,False
4017,808,897,False
4018,744,893,False
4019,894,640,False
4020,894,829,False
4021,549,890,False
4022,596,894,False
4023,453,893,False
4024,678,895,False
4025,897,573,False
4026,895,661,False
4027,898,590,False
4028,895,772,False
4029,892,628,False
4030,894,609,False
4031,370,894,False
4032,893,653,False
4033,562,892,False
4034,677,895,False
4035,594,894,False
4036,890,646,False
4037,566,894,False
4038,569,897,False
4039,897,584,False
4040,892,541,False
4041,328,895,False
4042,570,875,False
4043,596,892,False
4044,896,848,False
4045,633,893,False
4046,895,851,False
4047,825,896,False
4048,895,664,False
4049,514,887,False
4050,563,897,False
4051,309,899,False
4052,841,894,False
4053,554,892,False
4054,894,434,False
4055,437,895,False
4056,892,788,False
4057,502,893,False
4058,893,845,False
4059,833,893,False
4060,890,854,False
4061,688,897,False
4062,894,586,False
4063,474,887,False
4064,892,794,False
4065,579,890,False
4066,663,896,False
4067,433,883,False
4068,767,891,False
4069,496,889,False
4070,896,660,False
4071,507,893,False
4072,893,877,False
4073,609,889,False
4074,751,878,False
4075,268,896,False
4076,415,894,False
4077,893,842,False
4078,182,473,False
4079,382,893,False
4080,891,776,False
4081,859,895,False
4082,267,897,False
4083,894,865,False
4084,574,893,False
4085,310,483,False
4086,592,889,False
4087,581,869,False
4088,894,607,False
4089,408,892,False
4090,302,891,False
4091,559,895,False
4092,896,888,False
4093,782,890,False
4094,590,893,False
4095,594,890,False
4096,545,886,False
4097,376,893,False
4098,394,883,False
4099,893,871,False
4100,880,892,False
4101,774,897,False
4102,699,896,False
4103,656,892,False
4104,283,898,False
4105,835,892,False
4106,893,745,False
4107,894,717,False
4108,350,892,False
4109,889,877,False
4110,440,896,False
4111,567,892,False
4112,889,877,False
4113,893,826,False
4114,737,892,False
4115,891,860,False
4116,874,886,False
4117,883,897,False
4118,891,845,False
4119,777,880,False
4120,890,882,False
4121,641,894,False
4122,673,882,False
4123,894,845,False
4124,380,894,False
4125,496,888,False
4126,773,893,False
4127,736,888,False
4128,898,645,False
4129,770,893,False
4130,888,771,False
4131,886,724,False
4132,650,895,False
4133,891,847,False
4134,706,900,False
4135,895,721,False
4136,680,887,False
4137,473,900,False
4138,895,533,False
4139,628,897,False
4140,462,895,False
4141,756,890,False
4142,893,644,False
4143,506,895,False
4144,399,892,False
4145,422,898,False
4146,873,887,False
4147,663,890,False
4148,488,894,False
4149,892,644,False
4150,878,894,False
4151,250,478,False
4152,890,713,False
4153,893,658,False
4154,895,700,False
4155,207,477,False
4156,893,726,False
4157,371,894,False
4158,723,900,False
4159,380,892,False
4160,892,713,False
4161,897,767,False
4162,893,795,False
4163,527,900,False
4164,895,550,False
4165,331,760,False
4166,466,892,False
4167,894,853,False
4168,550,896,False
4169,617,898,False
4170,699,894,False
4171,614,894,False
4172,892,567,False
4173,666,880,False
4174,501,893,False
4175,781,864,False
4176,701,893,False
4177,470,497,False
4178,766,900,False
4179,449,895,False
4180,681,892,False
4181,544,893,False
4182,890,708,False
4183,892,873,False
4184,682,891,False
4185,571,895,False
4186,517,896,False
4187,201,478,False
4188,877,770,False
4189,535,894,False
4190,890,717,False
4191,388,896,False
4192,540,876,False
4193,517,896,False
4194,893,720,False
4195,484,890,False
4196,893,832,False
4197,842,878,False
4198,893,809,False
4199,724,892,False
4200,495,894,False
4201,893,761,False
4202,499,896,False
4203,823,892,False
4204,523,897,False
4205,894,628,False
4206,893,608,False
4207,893,690,False
4208,894,812,False
4209,657,884,False
4210,515,894,False
4211,423,900,False
4212,891,651,False
4213,893,803,False
4214,893,755,False
4215,896,797,False
4216,542,888,False
4217,588,896,False
4218,654,889,False
4219,700,889,False
4220,420,900,False
4221,700,895,False
4222,360,496,False
4223,421,889,False
4224,477,898,False
4225,836,889,False
4226,892,806,False
4227,888,728,False
4228,894,775,False
4229,892,702,False
4230,393,896,False
4231,794,892,False
4232,523,891,False
4233,712,889,False
4234,723,889,False
4235,804,894,False
4236,505,877,False
4237,731,882,False
4238,850,892,False
4239,579,893,False
4240,765,892,False
4241,786,888,False
4242,780,897,False
4243,743,891,False
4244,471,891,False
4245,625,888,False
4246,533,888,False
4247,776,891,False
4248,455,900,False
4249,439,889,False
4250,498,887,False
4251,595,889,False
4252,552,894,False
4253,893,656,False
4254,893,712,False
4255,697,889,False
4256,566,892,False
4257,892,769,False
4258,861,740,False
4259,401,887,False
4260,259,898,False
4261,740,896,False
4262,555,894,False
4263,408,889,False
4264,674,892,False
4265,308,879,False
4266,879,812,False
4267,233,896,False
4268,348,893,False
4269,491,889,False
4270,334,900,False
4271,712,891,False
4272,514,897,False
4273,438,888,False
4274,702,889,False
4275,327,888,False
4276,578,889,False
4277,474,896,False
4278,311,895,False
4279,700,894,False
4280,321,881,False
4281,735,887,False
4282,424,894,False
4283,895,602,False
4284,891,831,False
4285,689,887,False
4286,892,853,False
4287,653,159,False
4288,579,900,False
4289,602,896,False
4290,756,871,False
4291,565,898,False
4292,531,896,False
4293,556,892,False
4294,893,651,False
4295,423,890,False
4296,810,893,False
4297,552,890,False
4298,476,897,False
4299,587,894,False
4300,274,890,False
4301,606,892,False
4302,832,893,False
4303,620,896,False
4304,441,896,False
4305,752,889,False
4306,602,891,False
4307,584,890,False
4308,505,892,False
4309,582,892,False
4310,842,895,False
4311,725,892,False
4312,539,892,False
4313,712,876,False
4314,892,760,False
4315,726,879,False
4316,714,893,False
4317,325,896,False
4318,843,894,False
4319,895,820,False
4320,572,892,False
4321,592,894,False
4322,890,636,False
4323,356,878,False
4324,695,887,False
4325,517,894,False
4326,405,894,False
4327,894,654,False
4328,735,895,False
4329,457,895,False
4330,515,893,False
4331,893,722,False
4332,654,891,False
4333,701,895,False
4334,897,755,False
4335,892,832,False
4336,760,888,False
4337,642,895,False
4338,599,895,False
4339,447,892,False
4340,379,897,False
4341,661,890,False
4342,252,900,False
4343,896,870,False
4344,702,885,False
4345,442,900,False
4346,681,895,False
4347,466,893,False
4348,894,764,False
4349,730,889,False
4350,658,891,False
4351,444,890,False
4352,506,894,False
4353,729,890,False
4354,687,889,False
4355,894,826,False
4356,284,894,False
4357,303,899,False
4358,686,893,False
4359,893,756,False
4360,578,893,False
4361,892,434,False
4362,382,889,False
4363,338,896,False
4364,646,889,False
4365,887,710,False
4366,854,886,False
4367,610,895,False
4368,312,895,False
4369,466,899,False
4370,877,892,False
4371,775,888,False
4372,619,892,False
4373,711,893,False
4374,729,894,False
4375,656,897,False
4376,616,897,False
4377,683,897,False
4378,390,894,False
4379,420,894,False
4380,361,899,False
4381,666,895,False
4382,280,900,False
4383,466,794,False
4384,691,887,False
4385,708,891,False
4386,888,877,False
4387,631,890,False
4388,893,741,False
4389,348,887,False
4390,862,889,False
4391,868,874,False
4392,892,894,False
4393,650,894,False
4394,404,894,False
4395,426,894,False
4396,891,816,False
4397,893,780,False
4398,629,885,False
4399,807,896,False
4400,542,897,False
4401,516,897,False
4402,891,845,False
4403,693,896,False
4404,590,897,False
4405,871,861,False
4406,895,876,False
4407,864,900,False
4408,368,885,False
4409,895,865,False
4410,692,880,False
4411,788,881,False
4412,641,886,False
4413,588,897,False
4414,701,888,False
4415,669,871,False
4416,411,893,False
4417,895,687,False
4418,692,894,False
4419,596,878,False
4420,532,893,False
4421,365,496,False
4422,581,895,False
4423,688,883,False
4424,775,889,False
4425,471,897,False
4426,342,892,False
4427,388,900,False
4428,337,893,False
4429,682,888,False
4430,694,888,False
4431,860,894,False
4432,893,718,False
4433,438,898,False
4434,650,893,False
4435,460,888,False
4436,897,723,False
4437,568,895,False
4438,495,898,False
4439,397,897,False
4440,521,894,False
4441,898,571,False
4442,709,897,False
4443,895,669,False
4444,436,720,False
4445,384,806,False
4446,520,894,False
4447,629,896,False
4448,728,892,False
4449,405,894,False
4450,894,632,False
4451,532,900,False
4452,890,804,False
4453,895,573,False
4454,895,839,False
4455,894,886,False
4456,797,889,False
4457,631,880,False
4458,652,883,False
4459,474,894,False
4460,466,892,False
4461,651,892,False
4462,502,887,False
4463,856,893,False
4464,538,891,False
4465,896,663,False
4466,741,898,False
4467,549,886,False
4468,820,893,False
4469,894,814,False
4470,894,810,False
4471,892,615,False
4472,893,563,False
4473,608,893,False
4474,541,895,False
4475,698,886,False
4476,729,892,False
4477,891,627,False
4478,894,565,False
4479,897,679,False
4480,828,894,False
4481,729,887,False
4482,894,701,False
4483,585,875,False
4484,553,872,False
4485,476,887,False
4486,450,890,False
4487,895,521,False
4488,544,887,False
4489,520,888,False
4490,526,898,False
4491,893,743,False
4492,784,886,False
4493,557,886,False
4494,559,892,False
4495,896,519,False
4496,496,896,False
4497,652,707,False
4498,895,596,False
4499,890,707,False
4500,647,873,False
4501,619,885,False
4502,890,866,False
4503,634,892,False
4504,680,894,False
4505,438,894,False
4506,411,900,False
4507,693,889,False
4508,572,895,False
4509,851,887,False
4510,889,627,False
4511,894,651,False
4512,888,741,False
4513,696,887,False
4514,848,897,False
4515,688,896,False
4516,691,896,False
4517,739,881,False
4518,640,898,False
4519,547,891,False
4520,854,879,False
4521,660,885,False
4522,875,760,False
4523,773,894,False
4524,896,498,False
4525,896,682,False
4526,540,897,False
4527,786,892,False
4528,688,894,False
4529,383,710,False
4530,895,700,False
4531,882,877,False
4532,672,897,False
4533,885,862,False
4534,579,895,False
4535,591,894,False
4536,834,860,False
4537,892,729,False
4538,385,891,False
4539,501,896,False
4540,894,571,False
4541,360,897,False
4542,666,871,False
4543,696,884,False
4544,895,875,False
4545,892,572,False
4546,891,679,False
4547,675,888,False
4548,752,881,False
4549,894,658,False
4550,893,685,False
4551,647,857,False
4552,857,889,False
4553,691,858,False
4554,787,891,False
4555,623,892,False
4556,766,891,False
4557,888,634,False
4558,359,889,False
4559,388,884,False
4560,889,892,False
4561,433,878,False
4562,561,896,False
4563,689,892,False
4564,683,885,False
4565,484,897,False
4566,398,495,False
4567,896,581,False
4568,486,887,False
4569,598,896,False
4570,890,728,False
4571,611,886,False
4572,509,894,False
4573,429,897,False
4574,444,897,False
4575,691,885,False
4576,584,885,False
4577,895,540,False
4578,653,728,False
4579,894,512,False
4580,896,640,False
4581,820,885,False
4582,427,892,False
4583,814,896,False
4584,765,894,False
4585,584,893,False
4586,896,820,False
4587,893,438,False
4588,485,883,False
4589,564,892,False
4590,577,893,False
4591,590,892,False
4592,506,895,False
4593,662,873,False
4594,672,891,False
4595,617,898,False
4596,441,894,False
4597,894,459,False
4598,604,894,False
4599,894,870,False
4600,889,742,False
4601,585,894,False
4602,492,892,False
4603,539,895,False
4604,894,403,False
4605,568,878,False
4606,637,881,False
4607,650,888,False
4608,899,603,False
4609,547,890,False
4610,440,888,False
4611,674,892,False
4612,799,890,False
4613,877,790,False
4614,420,894,False
4615,369,889,False
4616,894,879,False
4617,696,889,False
4618,668,880,False
4619,639,896,False
4620,731,884,False
4621,893,710,False
4622,816,891,False
4623,798,885,False
4624,895,650,False
4625,787,892,False
4626,764,891,False
4627,896,600,False
4628,808,892,False
4629,894,460,False
4630,875,885,False
4631,402,897,False
4632,426,894,False
4633,840,892,False
4634,823,882,False
4635,654,522,False
4636,893,680,False
4637,893,470,False
4638,455,897,False
4639,891,612,False
4640,492,895,False
4641,895,771,False
4642,592,891,False
4643,840,892,False
4644,831,892,False
4645,800,894,False
4646,894,688,False
4647,895,645,False
4648,522,888,False
4649,892,549,False
4650,425,889,False
4651,443,604,False
4652,744,896,False
4653,513,894,False
4654,382,894,False
4655,516,893,False
4656,456,898,False
4657,889,571,False
4658,739,593,False
4659,895,635,False
4660,896,743,False
4661,865,877,False
4662,464,895,False
4663,888,632,False
4664,763,894,False
4665,824,724,False
4666,339,469,False
4667,827,894,False
4668,504,893,False
4669,391,896,False
4670,538,894,False
4671,549,894,False
4672,669,891,False
4673,893,646,False
4674,582,893,False
4675,895,778,False
4676,883,692,False
4677,892,680,False
4678,607,894,False
4679,538,893,False
4680,897,847,False
4681,894,778,False
4682,889,769,False
4683,896,783,False
4684,461,896,False
4685,896,794,False
4686,533,891,False
4687,894,484,False
4688,629,891,False
4689,719,900,False
4690,768,895,False
4691,895,658,False
4692,895,718,False
4693,582,896,False
4694,895,536,False
4695,882,600,False
4696,896,642,False
4697,896,520,False
4698,445,897,False
4699,675,895,False
4700,373,655,False
4701,894,517,False
4702,897,747,False
4703,893,849,False
4704,892,519,False
4705,881,465,False
4706,806,841,False
4707,897,712,False
4708,897,684,False
4709,896,522,False
4710,892,588,False
4711,894,506,False
4712,893,606,False
4713,895,724,False
4714,896,428,False
4715,894,523,False
4716,893,618,False
4717,896,832,False
4718,676,896,False
4719,888,542,False
4720,893,508,False
4721,895,514,False
4722,897,550,False
4723,414,878,False
4724,807,881,False
4725,716,880,False
4726,895,493,False
4727,370,894,False
4728,894,719,False
4729,896,531,False
4730,292,643,False
4731,895,488,False
4732,561,895,False
4733,893,821,False
4734,889,483,False
4735,894,465,False
4736,892,511,False
4737,895,544,False
4738,893,474,False
4739,887,857,False
4740,896,745,False
4741,894,559,False
4742,893,778,False
4743,366,892,False
4744,354,894,False
4745,715,898,False
4746,893,742,False
4747,897,834,False
4748,894,588,False
4749,675,897,False
4750,598,893,False
4751,573,895,False
4752,896,607,False
4753,413,893,False
4754,416,892,False
4755,559,892,False
4756,888,585,False
4757,661,892,False
4758,477,892,False
4759,839,891,False
4760,896,786,False
4761,894,550,False
4762,726,897,False
4763,731,894,False
4764,754,881,False
4765,661,890,False
4766,892,655,False
4767,603,888,False
4768,893,429,False
4769,565,894,False
